manufacturer,date,customer,dealer,order_number,amount
Front of the House,3/18/2015,Palm City Grill,Edward Don,607395,482.88 
Front of the House,3/11/2015,Roccos Tacos & Tequila Bar - W Palm,Edward Don,607393,517.20 
Front of the House,3/11/2015,Marriott Waterside,Edward Don,607391,787.32 
Front of the House,3/11/2015,Streamsong Resort   ,Edward Don,607398,197.52 
Front of the House,3/17/2015,Levy-Marlins Ballpark,Trimark Marlinn - 1,608319,"1,432.44 "
Front of the House,3/17/2015,Kasa-Food,Gordon Food Service,608342,115.20 
Front of the House,3/19/2015,Zen Bistro,Edward Don,608560,51.00 
Front of the House,3/19/2015,St. Andrews Country Club,Edward Don,608561,43.50 
Front of the House,3/19/2015,Bayside A Seafood Grill & Bar,Edward Don,608563,128.16 
Front of the House,3/19/2015,WDW Main Street North Foods,Edward Don,608565,484.80 
Front of the House,3/19/2015,Tomson Hospitality,Tomson Hospitality,608584,69.48 
Front of the House,3/19/2015,Rollot Designs Inc,Rollot Designs Inc,608568,286.56 
Front of the House,3/19/2015,Culinary Convenience,Culinary Convenience,608649,259.92 
Front of the House,3/19/2015,American Food Equipment,American Food Equipment,608650,"1,000.12 "
Front of the House,3/17/2015,Bella Brava,TriMark Startegic Equip & Corp,608375,653.04 
Front of the House,3/17/2015,Oceans Ten,Gordon Food Service,608371,691.20 
Front of the House,3/19/2015,American Food Equipment,American Food Equipment,608751,592.56 
Front of the House,3/19/2015,Innisbrook Resort & Golf Club,Edward Don,608699,122.40 
Front of the House,3/19/2015,Fla UNT Presb Homes Inc,Edward Don,608702,464.94 
Front of the House,3/19/2015,WDW Yacht & Beach Club Resort,Edward Don,608703,318.24 
Front of the House,3/19/2015,Acqualina   ,Acqualina,608608,396.00 
Front of the House,3/19/2015,American Food Equipment,American Food Equipment,608728,390.96 
Front of the House,3/17/2015,"Creative Breakfast Concepts, Inc.","Creative Breakfast Concepts, Inc",608335,653.52 
Front of the House,3/19/2015,WDW Animal Kingdom Lodge,Edward Don,608637,198.24 
Front of the House,3/19/2015,Culinary Convenience,Culinary Convenience,608730,117.02 
Front of the House,3/19/2015,American Food Equipment,American Food Equipment,608728,390.96 
Front of the House,3/19/2015,Universal Studios,Edward Don,608640,"1,013.12 "
Front of the House,3/19/2015,Worth Ave Rest Inc,Edward Don,608642,37.20 
Front of the House,3/19/2015,Hobnob,Edward Don,608643,917.76 
Front of the House,3/19/2015,Culinary Convenience,Culinary Convenience,608731,54.24 
Front of the House,3/20/2015,Food Service Co-Op,Food Service Co-op of America,608751,54.32 
Front of the House,3/19/2015,The Wasserstrom Company,The Wasserstrom Company,608740,"5,829.54 "
Front of the House,3/17/2015,Roux Restaurant,Edward Don,608293,171.04 
Front of the House,3/17/2015,The Governor's Club,Supplies on the Fly,608239,39.84 
Front of the House,3/17/2015,Canyon Restaurant,Supplies on the Fly,608244,179.28 
Front of the House,3/18/2015,Agave Southwest Grill KD G,Supplies on the Fly,608461,463.68 
Front of the House,3/18/2015,Quality Meats,Supplies on the Fly,608467,120.00 
Front of the House,3/18/2015,Barton G The Restaurant,Supplies on the Fly,608471,252.00 
Front of the House,3/18/2015,Epicure G,Supplies on the Fly,608507,87.84 
Front of the House,3/19/2015,Dolphin Hotel Association,Walt Disney World Dolphin Hotel,608719,735.00 
Front of the House,3/19/2015,Sand Pearl Resort,Atlantic Purchasing,608736,222.00 
Front of the House,3/20/2015,Canyon Restaurant,Sysco Food Service of South Florida,608762,423.72 
Front of the House,3/20/2015,Intercontinental Miami,Intercontinental Miami,608768,108.00 
Front of the House,3/20/2015,Acqualina   ,Aqualina,608769,501.60 
Front of the House,3/19/2015,Gordon Food Service,Gordon Food Service,608626,240.00 
Front of the House,3/20/2015,Village Tavern 203,Edward Don,608771,143.88 
Front of the House,3/20/2015,The Cooper,Edward Don,608793,201.00 
Front of the House,3/20/2015,WDW Cinderella Royal Table,Edward Don,608814,500.04 
Front of the House,3/20/2015,WDW Grand Floridian Convention Ctr,Edward Don,608833,63.60 
Front of the House,3/20/2015,Hilton Garden Inn Boca Raton,Edward Don,608837,139.84 
Front of the House,3/20/2015,Saddlebrook Resorts Inc,Edward Don,608843,"1,464.36 "
Front of the House,3/16/2015,WDW Animal Kingdom Lodge,Edward Don,608185,316.56 
Front of the House,3/19/2015,Michenberg Culinary Consulting Inc,Edward Don,608683,129.99 
Front of the House,1/20/2015,Culinary Convenience,Culinary Convenience,601620,827.40 
Front of the House,3/19/2015,Cuzco Brickell Cocina Peruana Inc,Edward Don,608687,"2,072.16 "
Front of the House,3/19/2015,Turnberry Isle,Edward Don,608691,"1,130.40 "
Front of the House,3/19/2015,Orange Lake Resort,Edward Don,608693,"1,873.08 "
GateHouse,2/23/2015,Ponte Vedra Inn & Club,Ponte Vedra Inn & Club,18638,"3,971.38 "
Front of the House,3/20/2015,Intercontinental Miami,Intercontinental Miami,608761,770.00 
Front of the House,3/23/2015,Restaurant Warehouse,Restaurant Warehouse,608936,334.56 
Front of the House,3/23/2015,Tomson Hospitality,Tomson Hospitality,608938,"1,220.40 "
Front of the House,3/23/2015,Edgewater Beach Hotel,Atlantic Purchasing,608939,646.80 
Front of the House,3/23/2015,Maja Pasagic ,The Wasserstrom Company,609009,29.76 
Front of the House,3/23/2015,Longboat Key Club,Atlantic Purchasing,608966,602.80 
Front of the House,3/23/2015,Cuvee 30A LLC,Atlanta fixture,608977,406.44 
Front of the House,3/23/2015,Palm Beach Atlantic University,The Wasserstrom Company,609021,288.96 
Front of the House,3/23/2015,Compass/Southeast Georgia,E.H Thompson Company,609019,152.00 
Front of the House,3/20/2015,O'Lima ,Sysco Food Service of South Florida,608906,598.92 
Front of the House,3/20/2015,Intercontinental Miami,Intercontinental Miami,608768,108.00 
Front of the House,3/23/2015,SBE - Katsuya ,Sysco Food Service of South Florida,609056,522.00 
Front of the House,3/23/2015,Tomson Hospitality,Tomson Hospitality,608938,"1,220.40 "
Front of the House,3/23/2015,Acqualina Management LLC Resup,Edward Don,608917,228.00 
Front of the House,3/23/2015,Rosen Centre Inc,Edward Don,608918,771.00 
Front of the House,3/23/2015,WDW Hollywood Studios Brown Derby,Edward Don,608920,67.44 
Front of the House,3/23/2015,Club at Hammock Beach LLC,Edward Don,608921,70.56 
Front of the House,3/23/2015,Clearwater Beach Marriott Stes,Edward Don,608924,328.60 
Front of the House,3/23/2015,Turtle Kraals,Edward Don,608927,94.44 
Front of the House,3/23/2015,WDW Grand Floridian Convention Ctr,Edward Don,608928,117.36 
Front of the House,3/23/2015,Hilton Orlando Bonnet Creek,Edward Don,608929,384.84 
Front of the House,3/23/2015,Bonita Bay Club,Edward Don,608933,115.20 
Front of the House,3/23/2015,WDW Animal Kingdom Lodge,Edward Don,608957,73.56 
Front of the House,3/23/2015,Naples Grand Beach Resort,Edward Don,609024,129.00 
Front of the House,3/23/2015,Rosen Shingle Creek,Edward Don,609027,"1,096.00 "
Front of the House,3/23/2015,WDW Yacht & Beach Club Resort,Edward Don,608919,199.62 
Front of the House,3/23/2015,Wa Boca Raton Beach Club,Edward Don,609040,116.28 
Front of the House,3/17/2015,Marina Jack ,Edward Don,608292,166.32 
Front of the House,3/19/2015,Square Grouper Bar & Grill,Supplies on the Fly,608652,376.80 
Front of the House,3/24/2015,Wynwood Kitchen and Bar LLC,Edward Don,609182,"1,073.52 "
Front of the House,3/24/2015,Hilton Tampa Westshore,Edward Don,609184,297.72 
Front of the House,3/24/2015,Culinary Convenience,Culinary Convenience,609057,376.32 
Front of the House,3/24/2015,Culinary Convenience,Culinary Convenience,609058,81.36 
Front of the House,3/24/2015,American Food Equipment,American Food Equipment,609071,818.46 
Front of the House,3/24/2015,American Food Equipment,American Food Equipment,609106,266.28 
Front of the House,3/24/2015,Mitsukoshi USA Inc,Chefs Warehouse ,609095,202.80 
Front of the House,3/24/2015,Tom Atsides Restaurant Supply,Tom Atsides Restaurant Supply,609105,"2,530.48 "
Front of the House,3/24/2015,Beaver Street Fisheries,E.H Thompson Company,609107,187.20 
Front of the House,3/24/2015,North Beach Bistro,US Foods,609233,121.56 
Front of the House,3/24/2015,Dolphin Hotel Association,Walt Disney World Dolphin Hotel,609159,150.00 
Front of the House,3/24/2015,The Wasserstrom Company,The Wasserstrom Company,609246,"5,269.18 "
Front of the House,3/24/2015,Villa Grande Club,Edward Don,609078,261.00 
Front of the House,3/24/2015,Element Hotel,Edward Don,609100,361.00 
Front of the House,3/24/2015,101 Ocean,Edward Don,609149,355.44 
Front of the House,3/24/2015,Vero Beach Hotel and Club,Edward Don,609171,241.20 
Front of the House,3/24/2015,Sharkys Restaurant ,Edward Don,609177,414.72 
Front of the House,3/24/2015,District Table & Bar,Edward Don,609199,96.24 
Front of the House,3/19/2015,Dolphin Hotel Associationn,Walt Disney World Dolphin Hotel,608719,735.00 
Front of the House,3/20/2015,Intercontinental Miami,Intercontinental Miami,608761,770.00 
Front of the House,3/25/2015,House of Blues Orlando,R.W. Smith & Co.,609273,81.12 
Front of the House,3/25/2015,Cheney Brothers,Cheney Brothers,609265,142.16 
Front of the House,3/25/2015,Rosies Bar and Grill,Sysco Food Service of South Florida,609314,220.14 
Front of the House,3/25/2015,Oceans Ten,Gordon Food Service,609426,"1,143.90 "
Front of the House,3/25/2015,BLT Steak Betsy Hotel,Edward Don,609402,52.08 
Front of the House,3/25/2015,Cheeca Lodge & Spa,Edward Don,609394,134.52 
Front of the House,3/25/2015,SLS Hotel South Beach,R.W. Smith & Co.,609369,333.60 
Front of the House,3/25/2015,Bay House Restaurant,Edward Don,609391,869.04 
Front of the House,3/25/2015,GG S Waterfront Bar and Grill,Edward Don,609388,163.44 
Front of the House,3/25/2015,Cocina 214 ,Edward Don,609387,65.52 
Front of the House,3/25/2015,Kaiyo,Edward Don,609383,111.12 
Front of the House,3/25/2015,miromar lakes beach club Ii,Edward Don,609381,47.28 
Front of the House,3/25/2015,"Anderson Fabrics, Inc","Anderson Fabrics, Inc",609396,628.63 
Front of the House,3/25/2015,Delano Hotel,General Hotel,609398,264.24 
Front of the House,3/25/2015,"Avante Naples, Inc","Avante Naples, Inc",609405,152.70 
Front of the House,3/23/2015,Kesco / Pensacola,Dots,3403348,648.90 
Bertolini HD,1/18/2015,Center Crest Social Club,General Hotel,51621,"7,087.00 "
Bertolini HD,1/15/2015,Theater Tallahassee,Edward Don,51696,"8,500.00 "
Bertolini HD,2/12/2015,Navy Seal Museum,Sysco Food Service of South Florida,51972,"2,828.64 "
room360,3/18/2015,Animal Kingdom Lodge,Edward Don,445306,628.63 
Smart Buffetware,2/4/2015,Gulf Coast Village,US Foods,5352181,47.70 
Smart Buffetware,2/6/2015,WDW Grand Floridian ,Edward Don,7001662500,927.90 
Smart Buffetware,2/9/2015,WDW Grand Floridian,Edward Don,7001664211,396.90 
Smart Buffetware,2/16/2015,Sheraton Lake Buena Vista,Edward Don,7001672135,180.00 
Smart Buffetware,2/26/2015,Homewood Suites Tampa,Edward Don,7001682883,91.80 
Front of the House,3/25/2015,Naples Yacht club Inc,Edward Don,609272,90.72 
Front of the House,3/25/2015,Sunoco 2725,US Foods,609480,64.98 
Front of the House,3/25/2015,Seminole Blue Plate,US Foods,609488,363.60 
Front of the House,3/25/2015,Seminole CC Sorrisi,US Foods,609486,707.76 
Front of the House,3/25/2015,O'Bricks Irish Pub LLC,Edward Don,609286,73.44 
Front of the House,3/25/2015,WDW Cinderella Royal Table,Edward Don,609279,555.60 
Front of the House,3/25/2015,WDW Cinderella Royal Table,Edward Don,609278,79.38 
Front of the House,3/25/2015,Culinary Convenience,Culinary Convenience,609580,42.24 
Front of the House,3/25/2015,Gaylord Palms Resort,The Wasserstrom ,609501,536.64 
Front of the House,3/26/2015,Marriott Stanton South Beach,R.W. Smith & Co.,609612,689.16 
Front of the House,3/26/2015,Gordon Food Service,Gordon Food Service,609589,255.00 
Front of the House,3/26/2015,Jazziz Nightclub,Edward Don,609524,364.32 
Front of the House,3/26/2015,Palm Beach Yacht Club Assocate,Edward Don,609538,113.52 
Front of the House,3/26/2015,WDW Animal Kingdom Lodge,Edward Don,609540,333.36 
Front of the House,3/26/2015,Tampa Yacht & Country Club,Edward Don,609545,573.24 
Front of the House,3/26/2015,Fla UNT Presb Homes Inc,Edward Don,609552,216.00 
Front of the House,3/26/2015,Iguana Mia of Ft Myers,Edward Don,609554,410.40 
Front of the House,3/26/2015,Casa Marina,Edward Don,609575,93.96 
Front of the House,3/26/2015,Pazzo's ,Edward Don,609570,154.08 
Front of the House,3/26/2015,Bay House Restaurant,Edward Don,609622,518.88 
Front of the House,3/27/2015,Culinary Convenience,Culinary Convenience,609829,247.56 
Front of the House,3/27/2015,Ovinte,Edward Don,609729,344.58 
Front of the House,3/27/2015,General Hotel,General Hotel,609781,270.00 
Front of the House,3/27/2015,General Hotel,General Hotel,609782,111.84 
Front of the House,3/27/2015,General Hotel,General Hotel,609832,111.84 
Front of the House,3/27/2015,Gulf Harbour Yacht & Country club,Chef's Warehouse,609824,82.80 
Front of the House,3/24/2015,Sand Pearl Resort,Atlantic Purchasing,609192,496.20 
Front of the House,3/24/2015,Sand Pearl Resort,Atlantic Purchasing,609190,"2,882.66 "
Front of the House,3/27/2015,Katherine Clavijo,Food Service Warehouse,609806,412.80 
Front of the House,3/27/2015,Wall St Cantina ,"Louis Wohl and Sons, Inc. ",609868,73.92 
Front of the House,3/30/2015,Bostons on the Beach ,Atlantic Purchasing,609914,328.80 
Front of the House,3/27/2015,Azbros Inc - SMS Games LTD,General Hotel,609716,"11,417.73 "
Front of the House,3/12/2015,Tampa Holiday Inn,Edward Don,607336,"1,008.68 "
Front of the House,3/10/2015,Lago Mar Hotel,Edward Don,607387,608.64 
Front of the House,3/27/2015,Kasa-Food,Gordon Food Service,609804,96.24 
Front of the House,3/30/2015,American Food Equipment,American Food Equipment,609950,"1,160.64 "
Front of the House,3/30/2015,Tomson Hospitality,Tomson Hospitality ,609913,186.60 
Front of the House,3/27/2015,Beaty Equipment,Food Service Warehouse,609871,148.08 
Front of the House,3/27/2015,Seminole 1st Street Deli,US Foods,609720,211.80 
Front of the House,3/26/2015,Spoto's Oyster Bar Stuart,The Wasserstrom ,609518,58.96 
Front of the House,3/27/2015,Seminole Chef Table,US Foods,609725,767.52 
Front of the House,3/27/2015,Biscottis Expresso Cafe,Edward Don,609855,48.48 
Front of the House,3/27/2015,The Cooper,Edward Don,609860,160.80 
Front of the House,3/27/2015,Florida Keys Lobster House,Edward Don,609863,416.76 
Front of the House,3/27/2015,Little Palm Island Ltd,Gordon Food Service,609880,57.12 
Front of the House,3/27/2015,Piquant,Gordon Food Service,609890,"1,929.72 "
Front of the House,3/23/2015,Longboat Key Club,Atlantic Purchasing,608966,602.80 
Front of the House,3/23/2015,Cuvee 30A LLC,Atlanta Fixture & Sales Co. Inc,608977,406.44 
Front of the House,3/30/2015,St Petersburg Yacht Club,"Louis Wohl and Sons, Inc. ",610008,"1,417.68 "
Front of the House,3/12/2015,Culinary Convenience,Culinary Convenience,607735,918.40 
Front of the House,3/24/2015,Mitsukoshi USA Inc,Chef's Warehouse,609095,202.80 
Front of the House,3/24/2015,Tom Atsides Restaurant Supply,Tom Astides Restaurant Supply,609105,"2,530.48 "
Front of the House,3/24/2015,Beaver Street Fisheries,E.H Thompson Company,609107,187.20 
Front of the House,3/24/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,609159,150.00 
Front of the House,3/25/2015,"Anderson Fabrics, Inc","Anderson Fabrics, Inc",609396,628.63 
Front of the House,3/25/2015,Delano Hotel,General Hotel,609398,264.24 
Front of the House,3/25/2015,"Avante Naples, Inc","Avante Naples, Inc",609405,152.70 
Front of the House,3/27/2015,American Food Equipment,American Food Equipment,609786,"1,597.32 "
Front of the House,3/27/2015,Gulf Harbour Yacht & Country club,Chef's Warehouse,609824,82.80 
Front of the House,3/24/2015,Sand Pearl Resort,Atalntic Purchasing ,609192,496.20 
Front of the House,3/24/2015,Sand Pearl Resort,Atlantic Purchasing,609190,"2,882.66 "
Front of the House,3/31/2015,Culinary Convenience,Culinary Convenience,610168,340.92 
Front of the House,3/31/2015,Intercontinental Miami,Intercontinental Miami,610240,"2,138.40 "
Front of the House,3/31/2015,Fuego 186th St,Sysco Food Service of South Florida,610286,749.58 
Front of the House,4/1/2015,General Hotel,General Hotel,610398,963.60 
Front of the House,4/1/2015,BYEF - Sky Bar,Sysco Food Service of South Florida,610441,450.00 
Front of the House,3/31/2015,Complete Restaurant Equip. and Supplies,Food Service Warehouse,610120,339.36 
Front of the House,3/30/2015,Fleet Landing,Supplies On The Fly,609956,15.00 
Front of the House,3/30/2015,Arbor Terrace @ Citrus Park,Supplies On The Fly,609954,229.80 
Front of the House,3/27/2015,The Wasserstrom Company,The Wasserstrom ,609774,"3,541.00 "
Front of the House,3/30/2015,Brazalena Key West,Supplies On The Fly,609936,"5,817.60 "
Front of the House,3/31/2015,The Wasserstrom Company,The Wasserstrom ,610245,"2,610.60 "
Front of the House,3/31/2015,Christopher's Kitchen-Front of the House,Cheney Brothers,610115,119.52 
Front of the House,3/31/2015,Dolphin Hotel Association,Walt Disney World Dolphin Hotel,610112,300.00 
Front of the House,3/31/2015,Food Service Co-Op,Food Service Co-Op,610106,95.76 
Front of the House,3/31/2015,American Food Equipment,American Food Equipment,610102,167.04 
Front of the House,3/31/2015,Culinary Convenience,culinary Convenience,610168,340.92 
Front of the House,4/1/2015,Tomson Hospitality,Tomson Hospitality ,610437,227.52 
Front of the House,4/1/2015,American Food Equipment,American Food Equipment,610347,172.80 
Front of the House,3/31/2015,General Hotel,General Hotel,610100,341.88 
Front of the House,3/31/2015,Seminole Hard Rock Receiving,R.W. Smith & Co.,610188,"2,021.88 "
Front of the House,3/30/2015,Skyview Country Club,Supplies On The Fly,609942,39.12 
Front of the House,4/1/2015,General Hotel,General Hotel,610547,"19,932.79 "
Dot,3/30/2015,Complete Restaurant Equip. and Supplies,Complete Restaurant Equipment,3427608,115.20 
Front of the House,4/1/2015,Westin - Key West,Atlantic Purchasing,610468,761.52 
Front of the House,3/31/2015,Gordon Food Service,Gordon Food Service,610105,555.00 
Front of the House,3/31/2015,Gordon Food Service,Gordon Food Service,610108,253.20 
Front of the House,3/31/2015,Luma on Park,Edward Don,610159,105.72 
Front of the House,3/31/2015,World Golf Resort,Edward Don,610171,54.12 
Front of the House,3/31/2015,Gleneagles Country Club Inc,Edward Don,610192,"2,180.64 "
Front of the House,4/1/2015,Cibos - Miami Beach,Cheney Brothers,610471,262.20 
Front of the House,4/2/2015,Birchwood Inn,Edward Don,610562,62.28 
Front of the House,4/2/2015,Rollot Designs Inc,Rollot Designs Inc,610657,127.76 
Front of the House,4/2/2015,American Food Equipment,American Food Equipment,610658,276.48 
Front of the House,3/27/2015,Seminole 1st Street Deli,US Foods,609720,211.80 
Front of the House,4/2/2015,Rollot Designs Inc,Rollot Designs Inc,610657,127.76 
Front of the House,4/2/2015,Sierra Land Group INC,"Louis Wohl and Sons, Inc. ",610680,"6,215.91 "
Front of the House,3/30/2015,Bostons on the Beach ,Atlantic Purchasing,609914,328.80 
Front of the House,4/1/2015,A&B Lobster House,Sysco Food Service of South Florida,610484,131.16 
Front of the House,4/2/2015,Turnberry Isle,R.W. Smith & Co.,610570,437.60 
Front of the House,4/3/2015,Segafredo/Pines,Sysco Food Service of South Florida,610779,126.00 
Front of the House,4/3/2015,Seminole Plum Bar,US Foods,610783,323.04 
Front of the House,4/3/2015,Coya Restaurants,Sysco Food Service of South Florida,610825,60.00 
Front of the House,4/3/2015,BYEF - Sky Bar,Sysco Food Service of South Florida,610827,843.00 
Front of the House,4/3/2015,Seminole Plum Bar,US Foods,610884,606.24 
Front of the House,4/3/2015,Seminole Pastry K Chench,US Foods,610887,616.08 
Front of the House,4/3/2015,Kona Grill Tampa,Edward Don,610908,68.40 
Front of the House,4/3/2015,Kaiyo,Edward Don,610881,77.76 
Front of the House,4/3/2015,Big Game Bar and Grill,Edward Don,610876,64.14 
Front of the House,4/3/2015,Riviera Facility - CBI,Cheney Brothers,610800,60.00 
Front of the House,4/2/2015,Yabba,Edward Don,610644,"1,089.60 "
Front of the House,4/2/2015,Oceanaire Miami 0085,Edward Don,610647,63.36 
Front of the House,4/2/2015,Jupiter Hills Club Inc,Edward Don,610712,79.20 
Front of the House,4/6/2015,Sysco Food Service of South Florida,Sysco Food Service of South Florida,610980,903.36 
Front of the House,4/2/2015,Pizza Fusion - Ft Myers,Edward Don,610735,153.36 
Front of the House,4/2/2015,Seminole Hard Rock Hotel and Casino,Edward Don,610737,"1,154.90 "
Front of the House,4/2/2015,Naples Beach Hotel & Golf Club,Edward Don,610746,121.08 
Front of the House,4/2/2015,Tampa Yacht & Country Club,Edward Don,610749,"1,292.20 "
Front of the House,4/2/2015,Tampa Holiday Inn,Edward Don,610764,265.20 
Front of the House,4/2/2015,WDW Yacht & Beach Club Resort,Edward Don,610768,452.16 
Front of the House,4/2/2015,Delairee Country Club Inc,Edward Don,610772,510.48 
Front of the House,4/2/2015,Lee Cordon Bleu,Edward Don,610774,53.82 
Front of the House,4/2/2015,WDW Yacht & Beach Club Resort,EDward Don,610778,848.64 
Front of the House,4/6/2015,Wynwood Kitchen and Bar LLC,EDward Don,610996,201.60 
Front of the House,4/6/2015,Palma Ceia Golf Club,EDward Don,611001,62.28 
Front of the House,4/6/2015,Addison Reserve Cntry Cb,Edward Don,611006,159.00 
Front of the House,4/6/2015,Supreme Hotel & Restaurant Supply,Supreme Hotel & Restaurant Supply,610987,813.28 
Front of the House,4/6/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,611047,300.00 
Front of the House,4/6/2015,Sysco Food Service of South Florida,Sysco Food Service of South Florida,610983,903.36 
Front of the House,4/6/2015,Restaurant Warehouse,Restaurant Warehouse,611055,663.00 
Front of the House,4/6/2015,Culinary Convenience,culinary Convenience,611094,518.88 
Front of the House,4/6/2015,WDW Boardwalk Resort,Edward Don,611076,"1,127.76 "
Front of the House,4/6/2015,Glenmoor-Life Caft St. Johns D.I.P.,Edward Don,611084,150.66 
Front of the House,4/6/2015,WDW Animal Kingdom Lodge,Edward Don,611088,222.48 
Front of the House,4/6/2015,WDW Cinderella Royal Table,Edward Don,611100,587.20 
Front of the House,4/6/2015,Wa Boca Raton Beach Club,Edward Don,611105,116.28 
Front of the House,4/6/2015,Buddah Sky Bar,Edward Don,611106,99.84 
Front of the House,4/6/2015,Doubletree West Palm Beach Airport,Edward Don,611131,43.80 
Front of the House,4/7/2015,Harborchase of Naples,US Foods,611204,367.68 
Front of the House,4/7/2015,Sand Key Assoc LP,Edward Don,611225,423.36 
Front of the House,4/7/2015,WDW Yacht & Beach Club Resort,Edward Don,611228,232.56 
Front of the House,4/7/2015,Hilton Hotel Tampa,Edward Don,611273,273.60 
Front of the House,4/2/2015,GG S Waterfront Bar and Grill,Edward Don,610585,163.44 
Front of the House,4/2/2015,Fisher Island Club Inc,Edward Don,610589,95.76 
Front of the House,4/3/2015,Skyview Country Club,Supplies On The Fly,610826,68.40 
Front of the House,4/6/2015,"Beaver Street Foods, E&S",Dot,3445482,207.00 
Front of the House,4/3/2015,Skyview Country Club,Supplies On The Fly,610826,68.40 
Front of the House,4/7/2015,American Food Equipment,American Food Equipment,611210,"1,413.12 "
Front of the House,4/7/2015,Planet Hollywood,"Louis Wohl and Sons, Inc. ",611226,163.44 
Front of the House,4/7/2015,Sand Key Assoc LP,Edward Don,611209,555.60 
Front of the House,4/7/2015,WDW Boardwalk Resort,Edward Don,611275,60.36 
Front of the House,4/7/2015,The Addison,Cheney Brothers,611289,468.48 
Front of the House,4/7/2015,American Food Equipment,American Food Equipment,611208,614.64 
Front of the House,4/7/2015,Hotel Wish,Supplies On The Fly,610870,137.88 
Front of the House,4/7/2015,Cheeca Lodge & Spa,Edward Don,611240,513.78 
Front of the House,4/7/2015,Addison Reserve Cntry Cb,Edward Don,611258,115.20 
Front of the House,4/7/2015,Fit Foodz Cafe ,Edward Don,611261,138.24 
Front of the House,4/7/2015,Isle At Pompano Park,Edward Don,611263,661.20 
Front of the House,4/7/2015,Isle At Pompano Park,Edward Don,611265,661.20 
Front of the House,4/7/2015,Worth Ave Rest Inc,Edward Don,611267,55.92 
Front of the House,4/7/2015,Island Hotel Company,Edward Don,611269,"2,859.50 "
Front of the House,4/7/2015,Islander Bayside,Edward Don,611270,264.48 
Front of the House,4/6/2015,Miami Beach Golf Club,R.W. Smith & Co.,611112,206.40 
Front of the House,4/7/2015,Heinrich Baumann,Food Service Warehouse,611326,172.80 
Front of the House,4/7/2015,Pizza Rustica,Food Service Warehouse,611322,412.80 
Front of the House,4/7/2015,Hilton Cocoa Beach,Edward Don,611337,80.40 
Front of the House,4/7/2015,S-3,Edward Don,611339,256.80 
Front of the House,4/6/2015,Supreme Hotel & Restaurant Supply,Supreme Hotel & Restaurant Supply,610987,813.28 
Front of the House,4/6/2015,Restaurant Warehouse,Restaurant Warehouse,611055,663.00 
Front of the House,4/6/2015,Culinary Convenience,Culinary Convenience,611094,518.88 
Front of the House,4/7/2015,American Food Equipment,American Food Equipment,611208,614.64 
Front of the House,4/7/2015,American Food Equipment,American Food Equipment,611210,"1,413.12 "
Front of the House,4/2/2015,Culinary Convenience,Culinary Convenience,610590,206.40 
Front of the House,4/3/2015,Atalntic Distributors Inc,Atlantic Distributors Inc,610914,60.30 
Front of the House,4/7/2015,Funky Pelican,Edward Don,611345,300.24 
Front of the House,4/2/2015,Planet Hollywood,"Louis Wohl and Sons, Inc. ",610638,410.40 
Front of the House,4/7/2015,Pier House Resort & Caribbean Spa,Edward Don,611348,241.20 
Front of the House,3/6/2015,Riviera Facility - CBI,Cheney Brothers,607128,334.08 
Front of the House,4/7/2015,Planet Hollywood,"Louis Wohl and Sons, Inc. ",611226,163.44 
Front of the House,4/7/2015,Hilton Orlando Bonnet Creek,Edward Don,611351,641.40 
Front of the House,4/7/2015,Kensington Golf Country Club,Edward Don,611353,43.08 
Front of the House,3/31/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,610112,300.00 
Front of the House,4/8/2015,Gordon Food Service,Gordon Food Service,611385,255.00 
Front of the House,4/8/2015,Gordon Food Service,Gordon Food Service,611381,309.96 
Front of the House,4/8/2015,American Food Equipment,American Food Equipment,611363,351.00 
Front of the House,4/8/2015,General Hotel,General Hotel,611512,810.08 
Front of the House,4/6/2015,General Hotel,General Hotel,611517,469.92 
Front of the House,4/8/2015,WDW Animal Kingdom Lodge,Edward Don,611536,203.28 
Front of the House,4/8/2015,Casa Marina,Edward Don,611541,68.40 
Front of the House,4/8/2015,Tampa Holiday Inn,Edward Don,611546,55.88 
Front of the House,4/8/2015,Royal Caribbean Weston Shipboard,Edward Don,611362,581.40 
Front of the House,4/8/2015,Island Hotel Company,Edward Don,611415,283.20 
Front of the House,4/8/2015,Biscottis Expresso Cafe,Edward Don,611454,383.28 
Front of the House,4/8/2015,Wyndham Garden Fort Myers Beach,Edward Don,611457,87.12 
Front of the House,4/8/2015,Lakeland Yacht Club,Sysco Food Service of South Florida,611555,323.52 
Front of the House,4/8/2015,Reunion Club of Orlando LLC,Edward Don,611464,139.80 
Front of the House,4/8/2015,One Ocean Resort Hotel & Spa,Edward Don,611468,216.48 
Front of the House,4/8/2015,Miami Airport Hilton,Edward Don,611471,73.44 
Front of the House,4/6/2015,BYEF - Mondrian Restaurant,Supplies On The Fly,611099,56.65 
Front of the House,4/6/2015,Marriott Harbor Beach,The Wasserstrom ,611019,256.80 
Front of the House,4/7/2015,The Addison,Cheney Brothers,611289,468.48 
Front of the House,4/9/2015,Roux Restaurant,Edward Don,611586,130.68 
Front of the House,4/9/2015,Club at Eaglebrooke,Edward Don,611587,80.40 
